ts	host	label	gpu	exit	peak_vram_mib	train_loss	val_loss	val_acc	csv
2026-07-28 13:05:08	lizmark	l4096adm_token_L4096_seed0	1	0	33745.76416015625	1.3640269855658214	0.8694821576355025	0.4856383800506592	out/lca_cmp/l4096admission/token/L4096/l4096adm_token_L4096_seed0.csv
2026-07-28 13:35:50	lizmark	l4096adm_b75full_L4096_seed0	0	0	24910.1552734375	1.225409108400345	0.7717827851884067	0.5311182737350464	out/lca_cmp/l4096admission/b75/L4096/l4096adm_b75full_L4096_seed0.csv
