ts	host	label	gpu	exit	peak_vram_mib	train_loss	val_loss	val_acc	csv
2026-07-24 14:58:20	lizmark	l2048pilot_token_L2048_seed0	1	0	9123.87353515625	0.3385582396266982	0.1269532408878149	0.9439704418182373	out/lca_cmp/l2048pilot/token/L2048/l2048pilot_token_L2048_seed0.csv
2026-07-24 15:53:02	lizmark	l2048pilot_b75full_L2048_seed0	0	0	7201.146484375	0.36641675224900244	0.40668801522406284	0.8157615661621094	out/lca_cmp/l2048pilot/b75/L2048/l2048pilot_b75full_L2048_seed0.csv
2026-07-24 16:54:20	lizmark	l2048pilot_b75topk256_L2048_seed0	0	0	7325.412109375	0.49073483055830003	0.5082367618451826	0.757105827331543	out/lca_cmp/l2048pilot/b75/L2048/l2048pilot_b75topk256_L2048_seed0.csv
