ts	host	label	gpu	exit	peak_vram_mib	train_loss	val_loss	val_acc	csv
2026-07-27 20:19:01	blue	l2048budget_b75full_L2048_seed1	0	0	7201.146484375	0.2898803851893172	0.30150954601049307	0.865966796875	out/lca_cmp/l2048budget/b75/L2048/l2048budget_b75full_L2048_seed1.csv
2026-07-27 20:31:36	blue	l2048budget_b75full_L2048_seed2	1	0	7201.146484375	0.29330517249833793	0.1720785014622379	0.9221363067626953	out/lca_cmp/l2048budget/b75/L2048/l2048budget_b75full_L2048_seed2.csv
